s_fpssm0,s_fpssm1,s_fpssm2,s_fpssm3,s_fpssm4,s_fpssm5,s_fpssm6,s_fpssm7,s_fpssm8,s_fpssm9,s_fpssm10,s_fpssm11,s_fpssm12,s_fpssm13,s_fpssm14,s_fpssm15,s_fpssm16,s_fpssm17,s_fpssm18,s_fpssm19,s_fpssm20,s_fpssm21,s_fpssm22,s_fpssm23,s_fpssm24,s_fpssm25,s_fpssm26,s_fpssm27,s_fpssm28,s_fpssm29,s_fpssm30,s_fpssm31,s_fpssm32,s_fpssm33,s_fpssm34,s_fpssm35,s_fpssm36,s_fpssm37,s_fpssm38,s_fpssm39,s_fpssm40,s_fpssm41,s_fpssm42,s_fpssm43,s_fpssm44,s_fpssm45,s_fpssm46,s_fpssm47,s_fpssm48,s_fpssm49,s_fpssm50,s_fpssm51,s_fpssm52,s_fpssm53,s_fpssm54,s_fpssm55,s_fpssm56,s_fpssm57,s_fpssm58,s_fpssm59,s_fpssm60,s_fpssm61,s_fpssm62,s_fpssm63,s_fpssm64,s_fpssm65,s_fpssm66,s_fpssm67,s_fpssm68,s_fpssm69,s_fpssm70,s_fpssm71,s_fpssm72,s_fpssm73,s_fpssm74,s_fpssm75,s_fpssm76,s_fpssm77,s_fpssm78,s_fpssm79,s_fpssm80,s_fpssm81,s_fpssm82,s_fpssm83,s_fpssm84,s_fpssm85,s_fpssm86,s_fpssm87,s_fpssm88,s_fpssm89,s_fpssm90,s_fpssm91,s_fpssm92,s_fpssm93,s_fpssm94,s_fpssm95,s_fpssm96,s_fpssm97,s_fpssm98,s_fpssm99,s_fpssm100,s_fpssm101,s_fpssm102,s_fpssm103,s_fpssm104,s_fpssm105,s_fpssm106,s_fpssm107,s_fpssm108,s_fpssm109,s_fpssm110,s_fpssm111,s_fpssm112,s_fpssm113,s_fpssm114,s_fpssm115,s_fpssm116,s_fpssm117,s_fpssm118,s_fpssm119,s_fpssm120,s_fpssm121,s_fpssm122,s_fpssm123,s_fpssm124,s_fpssm125,s_fpssm126,s_fpssm127,s_fpssm128,s_fpssm129,s_fpssm130,s_fpssm131,s_fpssm132,s_fpssm133,s_fpssm134,s_fpssm135,s_fpssm136,s_fpssm137,s_fpssm138,s_fpssm139,s_fpssm140,s_fpssm141,s_fpssm142,s_fpssm143,s_fpssm144,s_fpssm145,s_fpssm146,s_fpssm147,s_fpssm148,s_fpssm149,s_fpssm150,s_fpssm151,s_fpssm152,s_fpssm153,s_fpssm154,s_fpssm155,s_fpssm156,s_fpssm157,s_fpssm158,s_fpssm159,s_fpssm160,s_fpssm161,s_fpssm162,s_fpssm163,s_fpssm164,s_fpssm165,s_fpssm166,s_fpssm167,s_fpssm168,s_fpssm169,s_fpssm170,s_fpssm171,s_fpssm172,s_fpssm173,s_fpssm174,s_fpssm175,s_fpssm176,s_fpssm177,s_fpssm178,s_fpssm179,s_fpssm180,s_fpssm181,s_fpssm182,s_fpssm183,s_fpssm184,s_fpssm185,s_fpssm186,s_fpssm187,s_fpssm188,s_fpssm189,s_fpssm190,s_fpssm191,s_fpssm192,s_fpssm193,s_fpssm194,s_fpssm195,s_fpssm196,s_fpssm197,s_fpssm198,s_fpssm199,s_fpssm200,s_fpssm201,s_fpssm202,s_fpssm203,s_fpssm204,s_fpssm205,s_fpssm206,s_fpssm207,s_fpssm208,s_fpssm209,s_fpssm210,s_fpssm211,s_fpssm212,s_fpssm213,s_fpssm214,s_fpssm215,s_fpssm216,s_fpssm217,s_fpssm218,s_fpssm219,s_fpssm220,s_fpssm221,s_fpssm222,s_fpssm223,s_fpssm224,s_fpssm225,s_fpssm226,s_fpssm227,s_fpssm228,s_fpssm229,s_fpssm230,s_fpssm231,s_fpssm232,s_fpssm233,s_fpssm234,s_fpssm235,s_fpssm236,s_fpssm237,s_fpssm238,s_fpssm239,s_fpssm240,s_fpssm241,s_fpssm242,s_fpssm243,s_fpssm244,s_fpssm245,s_fpssm246,s_fpssm247,s_fpssm248,s_fpssm249,s_fpssm250,s_fpssm251,s_fpssm252,s_fpssm253,s_fpssm254,s_fpssm255,s_fpssm256,s_fpssm257,s_fpssm258,s_fpssm259,s_fpssm260,s_fpssm261,s_fpssm262,s_fpssm263,s_fpssm264,s_fpssm265,s_fpssm266,s_fpssm267,s_fpssm268,s_fpssm269,s_fpssm270,s_fpssm271,s_fpssm272,s_fpssm273,s_fpssm274,s_fpssm275,s_fpssm276,s_fpssm277,s_fpssm278,s_fpssm279,s_fpssm280,s_fpssm281,s_fpssm282,s_fpssm283,s_fpssm284,s_fpssm285,s_fpssm286,s_fpssm287,s_fpssm288,s_fpssm289,s_fpssm290,s_fpssm291,s_fpssm292,s_fpssm293,s_fpssm294,s_fpssm295,s_fpssm296,s_fpssm297,s_fpssm298,s_fpssm299,s_fpssm300,s_fpssm301,s_fpssm302,s_fpssm303,s_fpssm304,s_fpssm305,s_fpssm306,s_fpssm307,s_fpssm308,s_fpssm309,s_fpssm310,s_fpssm311,s_fpssm312,s_fpssm313,s_fpssm314,s_fpssm315,s_fpssm316,s_fpssm317,s_fpssm318,s_fpssm319,s_fpssm320,s_fpssm321,s_fpssm322,s_fpssm323,s_fpssm324,s_fpssm325,s_fpssm326,s_fpssm327,s_fpssm328,s_fpssm329,s_fpssm330,s_fpssm331,s_fpssm332,s_fpssm333,s_fpssm334,s_fpssm335,s_fpssm336,s_fpssm337,s_fpssm338,s_fpssm339,s_fpssm340,s_fpssm341,s_fpssm342,s_fpssm343,s_fpssm344,s_fpssm345,s_fpssm346,s_fpssm347,s_fpssm348,s_fpssm349,s_fpssm350,s_fpssm351,s_fpssm352,s_fpssm353,s_fpssm354,s_fpssm355,s_fpssm356,s_fpssm357,s_fpssm358,s_fpssm359,s_fpssm360,s_fpssm361,s_fpssm362,s_fpssm363,s_fpssm364,s_fpssm365,s_fpssm366,s_fpssm367,s_fpssm368,s_fpssm369,s_fpssm370,s_fpssm371,s_fpssm372,s_fpssm373,s_fpssm374,s_fpssm375,s_fpssm376,s_fpssm377,s_fpssm378,s_fpssm379,s_fpssm380,s_fpssm381,s_fpssm382,s_fpssm383,s_fpssm384,s_fpssm385,s_fpssm386,s_fpssm387,s_fpssm388,s_fpssm389,s_fpssm390,s_fpssm391,s_fpssm392,s_fpssm393,s_fpssm394,s_fpssm395,s_fpssm396,s_fpssm397,s_fpssm398,s_fpssm399,target
31,4,2,4,14,3,7,1,6,5,2,12,21,0,7,10,6,4,1,9,0,51,6,7,15,19,14,3,13,0,0,33,8,0,1,3,3,8,10,1,0,6,24,11,0,3,4,2,5,0,0,9,2,0,4,6,1,1,0,0,1,4,18,64,23,23,35,8,28,0,0,13,18,4,11,8,4,31,12,0,3,0,0,0,23,1,1,0,6,0,0,0,2,12,2,2,0,4,5,2,3,22,7,3,8,45,18,1,18,0,0,22,4,1,9,10,1,2,1,0,1,9,20,29,39,26,83,0,43,0,0,23,29,9,15,7,5,53,26,0,8,4,11,12,17,3,2,62,14,0,1,4,13,2,12,12,9,19,10,1,1,4,3,3,2,6,8,2,14,0,0,6,1,0,2,3,1,2,2,0,0,0,1,4,8,1,3,0,6,31,17,1,13,3,2,1,4,13,7,20,1,7,5,2,22,6,4,0,15,27,62,6,32,6,14,5,3,17,12,19,2,25,4,5,15,12,8,4,17,0,2,54,11,3,6,6,2,19,5,0,0,2,1,4,0,1,3,0,2,1,3,0,12,4,3,0,0,1,1,0,0,0,1,1,3,0,0,0,5,12,16,2,12,45,4,0,0,3,16,2,4,2,1,4,10,4,9,0,18,0,0,1,7,1,31,4,1,16,6,0,2,10,13,11,23,8,8,13,31,0,0,13,12,11,2,50,14,26,20,0,5,1,0,4,12,4,9,0,7,4,0,1,9,2,8,11,13,9,8,4,0,1,2,2,3,5,3,0,2,0,0,0,1,4,2,2,3,14,12,0,0,0,0,4,22,2,2,0,19,0,0,0,11,31,6,0,2,31,45,0,3,5,2,1,8,5,4,0,7,15,8,4,8,2,7,1,4,10,3,25,0
94,17,11,17,36,14,16,41,22,24,20,11,33,41,63,64,44,37,18,35,3,73,7,19,8,15,20,7,15,3,3,33,2,1,5,9,3,13,1,2,0,5,52,17,18,6,4,1,11,3,0,2,6,2,2,6,7,10,4,2,0,5,12,39,2,7,14,1,3,4,1,8,3,6,13,4,3,6,10,6,10,4,4,0,37,4,0,8,13,7,5,3,5,6,0,3,0,9,1,5,0,14,3,8,10,45,10,2,20,0,4,11,12,4,7,9,3,15,3,0,4,5,7,21,3,10,47,3,11,1,1,6,1,0,7,5,4,3,1,2,43,12,25,27,30,13,6,133,22,8,12,9,10,16,9,27,13,31,12,8,1,6,7,4,3,7,2,2,14,2,1,8,0,3,1,3,5,7,4,0,8,10,0,3,32,3,0,4,5,76,41,3,45,25,8,1,6,29,7,56,18,4,15,0,58,5,1,11,19,117,151,5,103,100,10,14,26,69,23,79,2,25,2,2,16,9,3,0,21,1,0,27,14,11,6,0,0,25,12,2,4,0,2,0,8,6,0,3,11,9,9,0,28,4,0,5,5,8,2,5,7,2,2,1,21,0,1,0,15,27,43,3,34,121,5,6,4,42,53,16,6,4,2,3,14,2,5,4,9,11,8,3,5,8,78,10,10,16,2,4,32,6,18,10,35,8,9,23,32,3,4,10,17,18,23,65,25,33,14,2,8,6,20,3,16,9,2,15,13,10,11,7,12,16,7,21,33,15,6,13,1,0,1,0,4,5,1,2,0,2,3,0,10,22,0,7,1,30,13,2,2,5,6,1,7,1,0,0,11,1,2,1,8,48,1,0,1,27,48,0,13,8,1,0,28,4,0,5,8,61,31,6,34,31,5,4,13,31,18,62,0
36,19,13,4,3,10,6,1,20,6,9,15,4,6,24,9,14,3,20,11,1,79,12,2,13,18,4,6,27,5,0,37,2,10,15,8,6,11,13,2,9,14,61,20,5,8,11,8,37,1,4,11,12,4,10,15,5,0,4,1,0,9,34,72,4,8,15,11,16,3,1,9,4,2,16,7,1,11,8,2,1,0,1,2,27,0,2,3,5,4,0,1,5,4,7,5,5,2,6,8,0,8,21,14,5,36,18,2,34,1,0,14,4,0,11,8,5,11,21,1,1,14,22,41,7,30,78,3,27,6,2,19,8,11,15,8,7,11,16,11,9,20,29,11,16,6,4,89,23,6,3,6,4,11,8,23,3,12,10,1,0,9,12,4,2,6,5,4,54,0,3,10,0,7,3,6,0,8,9,1,3,2,0,1,2,3,5,0,4,69,45,3,29,15,4,1,6,1,3,45,7,15,13,7,15,9,7,8,16,68,114,10,60,52,17,7,13,13,36,52,0,30,6,7,2,14,12,5,14,2,4,47,4,5,9,2,3,13,5,3,4,0,0,0,0,0,0,2,0,6,17,0,21,3,0,0,0,2,4,6,6,1,0,2,6,6,0,3,9,12,21,0,16,73,1,3,2,18,31,10,1,10,7,12,4,4,10,3,8,6,2,8,2,1,103,17,13,2,1,6,14,15,37,18,10,20,15,18,13,2,0,19,3,7,16,70,24,9,13,8,8,16,19,5,10,3,2,3,19,7,4,14,5,6,9,19,34,10,9,5,2,6,1,1,9,2,2,4,5,6,4,2,5,26,4,3,0,39,29,6,0,5,1,1,5,5,0,0,19,8,10,0,10,60,0,1,2,21,66,5,15,7,5,3,11,2,7,3,8,78,45,4,23,29,14,4,10,28,19,113,0
154,34,26,27,14,40,63,25,12,8,31,46,11,4,14,40,26,1,5,12,18,198,31,28,0,92,106,17,14,18,27,160,21,6,14,9,6,7,9,6,9,38,85,51,1,62,76,20,26,7,11,52,5,5,2,16,3,0,10,3,14,33,67,141,0,80,146,7,9,2,2,73,1,0,3,12,5,1,0,0,32,4,0,3,51,5,8,4,0,23,29,8,3,25,2,14,18,0,3,18,17,89,42,58,4,223,214,6,20,11,25,139,10,11,7,15,10,8,21,3,46,98,72,180,4,254,517,10,23,16,21,203,12,11,8,24,21,5,7,11,10,14,33,25,3,23,37,125,7,3,4,25,4,0,2,19,11,4,4,4,15,26,18,22,2,45,42,0,55,9,16,23,4,13,4,9,3,3,19,0,26,16,7,12,3,25,35,6,9,237,141,26,75,19,11,6,15,8,21,125,22,43,11,15,0,56,70,1,13,214,366,59,109,39,11,9,10,19,34,68,43,230,71,58,1,220,266,7,14,27,30,372,19,2,22,32,20,4,5,17,3,20,5,3,1,28,24,9,2,14,25,18,20,8,2,2,1,5,1,2,13,17,6,9,10,13,16,5,23,54,59,11,29,90,1,6,13,27,62,18,2,15,8,5,0,5,7,3,4,6,6,15,1,7,51,9,3,3,0,7,46,56,59,49,17,78,113,18,17,14,26,71,8,4,9,119,42,4,8,8,24,32,28,38,6,54,71,0,3,22,23,42,19,8,2,38,48,1,7,11,1,4,1,0,0,2,1,0,0,2,3,2,0,8,0,3,1,7,1,0,3,16,7,12,3,15,16,0,11,20,16,21,6,44,0,3,8,12,77,6,38,20,10,22,14,28,28,8,1,136,83,25,46,13,1,13,13,7,6,135,0
93,8,16,17,23,14,20,12,11,9,5,13,17,3,12,39,12,7,8,10,3,100,6,2,3,18,7,8,17,0,0,72,4,0,1,4,1,4,7,0,1,3,51,22,2,7,11,1,14,4,0,9,3,0,3,8,4,1,3,2,2,6,15,60,2,20,35,4,6,1,0,16,0,0,1,5,2,4,1,0,1,0,3,2,11,2,0,0,0,3,1,0,2,2,0,2,3,4,0,2,5,4,14,13,4,49,23,6,11,0,1,20,7,0,12,8,5,0,3,2,5,16,33,109,2,50,167,10,16,2,1,30,6,4,8,19,6,2,3,2,10,6,11,4,5,9,8,115,14,2,0,10,5,1,5,16,2,4,3,0,1,4,2,2,4,5,2,3,16,0,0,8,3,1,0,3,2,0,4,0,7,0,2,0,15,4,3,0,6,75,56,1,35,16,2,1,2,6,8,36,3,2,6,4,11,3,8,1,7,53,113,2,78,34,4,8,9,19,14,20,3,71,14,11,1,35,17,3,19,4,4,138,5,4,6,15,2,12,3,0,0,7,1,3,8,12,3,2,7,9,10,5,31,2,2,1,6,5,1,5,0,6,1,0,2,0,1,0,6,7,7,1,9,25,0,1,0,10,14,1,8,7,3,1,0,3,2,0,5,0,0,7,4,1,75,6,2,3,0,3,25,15,24,14,21,16,16,14,25,1,0,26,7,3,7,93,39,12,10,2,11,8,10,3,7,6,3,1,9,8,10,13,11,7,10,22,45,10,5,4,0,0,0,0,0,1,0,0,0,2,4,0,5,2,0,0,0,6,3,0,2,0,0,8,5,1,6,3,9,5,3,0,2,27,0,0,1,8,43,1,5,4,3,5,8,8,6,2,7,47,25,8,21,11,4,4,4,1,4,55,0
58,4,7,4,52,3,6,24,16,15,10,3,19,22,6,32,25,16,7,19,0,30,2,1,3,8,3,1,12,1,1,12,6,1,7,6,0,13,4,1,4,8,54,17,14,4,6,5,23,3,3,6,10,19,7,20,13,15,8,2,0,0,19,49,4,5,16,3,6,1,0,4,2,5,9,10,2,9,3,0,2,0,0,1,22,0,0,0,2,0,1,0,3,3,1,1,0,2,0,0,1,5,3,2,3,13,5,0,8,1,0,2,3,6,1,5,3,1,2,0,2,10,15,24,14,24,42,2,25,3,3,9,17,5,9,14,5,22,7,2,10,11,8,8,15,4,3,93,15,10,9,2,11,19,10,23,6,18,3,14,0,5,4,2,9,7,2,4,31,2,0,2,13,7,2,1,1,21,14,0,6,1,1,2,32,2,2,1,8,137,56,0,62,54,1,9,16,48,19,96,11,4,5,3,44,3,2,1,23,103,140,1,93,87,10,7,10,65,22,53,2,39,14,15,4,12,12,15,19,0,0,48,2,3,13,14,3,19,7,2,3,0,0,1,32,2,0,4,5,28,22,0,65,24,3,4,12,24,7,20,4,1,1,3,30,1,3,4,11,43,35,0,38,112,1,6,2,50,41,28,5,8,3,7,8,9,4,8,13,3,4,7,8,3,93,14,2,21,4,3,35,7,19,12,63,5,4,16,13,17,7,2,22,17,18,85,41,41,6,18,11,3,7,8,20,4,4,7,9,12,5,7,18,11,9,20,20,25,6,8,1,4,1,0,2,0,0,0,3,4,0,4,5,3,3,0,1,8,3,0,0,0,4,10,13,3,2,0,29,5,5,0,13,49,2,4,6,54,82,5,15,4,2,5,36,1,1,4,10,75,40,0,45,49,1,7,9,27,14,75,0
66,14,12,21,16,15,12,24,9,24,15,5,23,14,49,46,34,12,5,25,4,71,20,24,15,31,10,0,24,0,0,25,0,7,9,17,5,5,3,1,3,1,54,8,1,6,4,4,6,1,0,2,3,0,0,15,3,0,0,0,4,11,34,68,4,11,23,6,18,0,1,5,4,1,12,12,5,10,5,1,3,5,3,0,42,1,1,1,2,9,4,0,7,3,3,3,5,21,9,5,3,18,12,15,2,53,11,7,26,2,0,13,5,4,7,5,14,7,9,2,1,9,23,37,1,34,59,4,32,0,0,18,1,3,14,12,6,4,8,0,26,12,15,14,18,11,8,79,5,5,6,4,4,8,9,26,9,13,6,6,1,11,7,6,2,15,7,1,50,0,0,5,0,0,9,7,5,7,8,0,6,1,2,0,9,0,0,0,7,33,24,0,10,10,3,3,2,11,2,23,12,9,6,2,40,7,4,4,10,114,181,4,97,88,14,6,10,40,26,71,0,13,5,3,3,10,4,0,6,1,0,13,1,3,4,2,2,2,2,0,1,3,4,0,4,2,1,0,2,3,6,0,24,4,2,1,4,0,2,2,4,0,1,0,13,0,0,0,5,17,18,0,12,48,1,3,0,12,18,11,3,4,8,6,2,10,2,2,19,2,1,2,5,4,111,11,5,4,9,1,23,11,45,25,18,6,6,18,45,6,3,5,7,7,25,93,40,15,7,5,12,6,9,6,6,5,6,1,16,15,12,3,14,3,7,21,43,7,5,20,1,2,1,1,13,2,0,0,2,2,6,1,4,17,0,2,2,25,13,1,1,3,6,3,15,9,4,3,23,3,4,3,8,36,8,7,7,24,72,4,16,4,5,9,6,13,4,7,3,59,46,5,40,21,9,8,10,17,7,71,0
42,8,13,18,19,9,10,4,21,10,5,11,17,12,8,31,16,18,15,12,1,83,16,4,4,31,9,1,29,7,5,50,12,5,7,10,4,10,16,5,0,8,51,14,8,12,0,3,23,0,2,8,9,5,0,12,8,21,9,0,0,6,46,83,4,19,39,4,12,1,0,1,3,6,4,3,1,16,6,0,7,0,1,0,57,1,1,0,2,21,17,0,15,18,1,5,8,8,12,12,0,15,10,16,8,38,16,1,31,2,1,13,11,5,8,6,2,12,16,3,0,11,15,45,2,23,59,0,18,1,0,10,6,5,8,5,5,6,10,1,15,16,25,25,8,13,15,80,16,4,1,9,6,10,24,19,8,24,10,3,0,7,14,9,3,13,5,1,39,1,1,8,4,8,4,5,3,2,19,1,1,1,3,1,14,1,1,2,8,91,45,1,58,32,4,1,4,21,17,52,6,5,11,1,32,8,2,0,10,122,172,8,115,141,3,7,6,47,38,65,0,29,6,4,9,13,4,0,16,3,2,45,3,10,2,3,1,9,14,1,1,1,2,3,5,2,1,0,2,11,14,1,23,10,2,1,4,9,6,7,0,2,10,1,12,4,1,0,26,18,19,0,30,146,1,1,5,51,98,9,2,12,15,12,2,9,19,1,8,3,2,11,2,2,100,12,6,21,5,0,13,10,42,28,20,13,10,9,18,9,8,6,11,16,14,84,29,18,24,6,12,17,14,17,16,10,11,1,18,17,6,4,12,14,6,30,65,11,9,14,0,0,3,0,4,1,0,2,4,1,2,2,7,10,3,2,2,27,8,2,0,1,4,1,2,6,2,0,21,7,9,2,13,82,2,1,1,33,106,5,8,6,3,9,23,1,8,1,11,84,54,2,49,40,7,6,12,19,8,77,0
102,17,34,31,21,32,23,24,40,14,12,24,13,27,40,49,20,34,24,12,4,211,50,12,19,55,33,4,56,1,1,87,18,12,24,28,12,38,14,0,1,9,64,20,13,7,4,10,17,2,5,9,8,11,4,10,2,20,13,0,1,9,41,144,17,14,47,4,33,2,0,9,8,6,20,20,6,22,14,2,1,2,2,0,22,1,0,3,5,1,0,2,5,4,4,1,1,7,5,0,1,36,20,24,17,81,26,1,55,5,5,36,22,13,16,12,11,37,20,5,6,22,40,50,12,51,105,4,30,1,7,30,10,5,15,19,4,19,15,3,12,20,51,36,28,18,19,154,35,5,5,17,13,10,22,28,8,28,12,3,1,18,29,8,3,12,8,0,90,0,0,8,5,12,4,4,4,27,27,0,1,2,1,2,21,2,0,0,14,50,12,2,14,20,2,1,6,20,13,29,4,16,8,10,46,13,6,3,38,128,216,9,88,99,15,10,16,64,60,75,2,40,22,10,17,19,18,5,22,0,0,76,11,8,10,12,5,26,9,0,6,2,2,2,13,9,5,0,9,6,8,3,31,9,2,2,3,13,12,5,2,7,7,1,13,5,4,0,28,12,18,3,20,120,3,2,0,61,79,8,8,14,33,18,25,28,18,7,38,10,13,22,7,7,246,30,15,8,11,15,17,23,39,25,28,18,22,10,43,2,6,29,6,15,27,118,35,35,20,5,17,8,28,16,15,13,9,8,29,23,6,16,10,17,21,43,92,11,16,21,0,4,5,2,5,5,0,0,13,7,1,6,0,28,3,2,1,24,48,2,1,1,9,9,14,3,4,8,36,3,8,1,5,58,3,0,7,26,87,2,19,10,5,5,24,1,2,7,28,99,50,11,47,31,15,11,24,25,25,120,0
99,12,13,13,39,22,20,6,27,24,15,16,16,4,15,37,16,15,13,24,4,125,30,25,14,48,43,5,39,2,5,91,13,3,12,23,7,13,9,2,3,15,71,34,12,19,17,9,34,4,2,18,8,4,6,19,8,9,15,2,4,6,67,185,16,16,79,6,26,0,2,17,8,3,21,26,8,15,3,0,4,2,3,4,57,3,4,2,6,6,6,3,6,7,5,9,4,8,11,4,5,43,33,48,14,121,76,2,54,5,9,50,16,10,8,22,12,27,23,2,1,17,35,88,19,53,134,9,44,3,2,48,17,5,24,19,6,36,17,2,12,17,38,20,12,18,19,122,25,0,1,21,9,6,9,30,6,19,10,1,5,19,27,22,5,31,23,6,129,5,1,14,11,26,7,9,6,26,57,3,11,5,3,2,25,8,1,0,14,135,56,5,40,29,1,4,8,26,13,66,6,12,9,8,46,16,6,5,17,151,292,9,126,78,29,6,18,49,43,69,3,68,39,26,10,58,45,2,44,10,2,126,19,8,12,17,11,18,20,3,0,10,2,0,5,6,3,0,4,22,33,5,35,9,0,2,0,8,3,13,0,2,0,0,23,4,1,1,30,31,41,0,27,122,8,1,5,36,77,18,3,10,17,19,13,11,13,4,23,4,1,13,5,5,134,19,4,24,8,1,18,16,42,38,40,25,31,14,21,7,0,28,16,12,21,88,30,26,10,10,9,9,13,18,27,21,20,1,16,19,9,7,17,7,11,29,78,16,17,13,0,1,0,3,3,0,2,0,8,1,1,1,1,6,0,1,2,23,19,1,3,5,1,1,23,12,8,2,55,12,16,5,12,76,5,6,4,54,154,7,14,6,6,11,35,7,2,0,16,106,38,2,44,24,8,5,12,28,16,98,0
60,7,7,2,39,6,5,20,16,5,2,6,19,13,18,42,15,31,7,23,0,59,7,0,5,23,3,2,21,5,7,25,4,12,5,4,1,25,11,0,4,18,88,15,17,10,3,10,43,6,3,13,16,12,16,17,8,23,14,4,5,6,30,90,5,13,34,8,12,0,1,9,7,3,19,32,14,15,10,0,5,0,2,0,37,0,0,9,8,12,7,0,12,11,0,5,2,15,9,11,3,3,7,7,14,25,8,3,26,0,2,0,5,8,8,8,11,10,13,0,3,9,20,39,11,30,88,3,22,3,2,22,9,6,12,15,6,36,7,7,21,8,12,9,29,8,10,181,9,5,1,10,3,11,13,30,16,21,5,2,0,6,3,1,4,5,0,1,18,1,0,1,5,11,3,2,1,10,4,0,3,3,3,4,43,2,2,6,16,148,71,2,60,53,18,7,12,63,18,79,7,2,8,3,54,9,5,1,16,104,184,0,122,92,13,4,15,79,38,56,5,42,27,14,18,25,15,2,23,5,2,57,10,9,24,14,8,30,10,1,1,1,2,0,15,3,0,2,6,28,34,0,54,20,4,0,5,20,14,17,4,4,0,1,47,0,1,2,26,29,42,3,62,158,7,3,1,105,82,14,4,2,6,5,19,5,8,5,6,5,4,5,10,4,109,6,5,27,8,1,41,7,31,8,63,18,12,30,26,10,5,13,21,21,30,110,42,47,11,13,8,6,10,7,21,3,5,15,10,4,5,3,17,13,20,21,46,34,2,6,0,0,0,0,6,1,0,0,4,1,1,0,4,14,0,0,0,3,23,0,0,6,0,0,20,1,2,1,28,8,4,6,11,83,4,1,1,67,93,6,20,3,0,2,50,8,5,4,12,114,55,4,68,56,10,8,20,56,34,111,0
11,0,0,2,3,0,5,3,0,0,0,0,0,0,4,9,3,1,0,0,0,22,3,2,5,8,2,0,14,1,0,15,3,1,1,1,1,9,5,0,0,1,7,2,0,0,0,1,3,0,0,2,0,0,2,2,4,0,0,0,0,3,3,16,3,11,17,1,3,0,0,8,1,0,0,4,0,0,1,0,0,2,0,0,2,2,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,8,9,9,0,28,17,1,7,0,0,19,1,1,0,1,0,10,1,0,0,1,10,8,1,10,34,0,10,0,0,1,0,1,0,4,0,1,5,0,0,2,1,1,1,0,0,15,1,0,0,2,0,0,1,0,0,0,0,0,0,1,6,5,1,0,2,1,9,0,0,2,0,3,0,0,1,0,8,0,0,0,0,0,10,0,1,0,1,27,12,0,14,0,1,0,0,1,2,16,0,0,0,0,1,0,0,0,1,14,34,0,14,16,0,0,0,2,7,6,1,11,5,2,5,5,5,0,11,0,0,31,2,2,3,2,1,6,3,0,0,0,0,0,4,1,0,0,0,8,4,0,12,2,1,0,1,0,0,5,0,0,0,0,1,0,0,0,1,4,9,0,6,29,0,0,0,5,27,0,2,3,0,1,3,1,0,0,6,1,1,1,2,0,33,7,5,0,0,0,1,1,6,6,3,4,2,4,6,0,0,2,1,0,7,20,8,0,1,1,2,0,2,0,4,1,2,1,2,0,0,1,6,1,1,1,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,3,0,1,3,7,1,2,1,2,10,3,1,15,5,5,2,5,0,4,27,0
48,6,3,1,0,3,4,13,9,2,1,5,5,0,6,13,13,5,0,4,3,53,5,1,3,4,1,0,5,1,0,27,0,1,0,1,1,1,1,1,0,0,56,12,4,4,9,5,11,2,1,2,0,1,6,12,9,0,3,1,0,1,14,60,0,4,23,0,0,0,0,2,2,0,1,4,1,0,0,0,1,0,0,1,6,0,0,4,0,0,0,0,2,0,0,3,1,0,0,0,1,2,2,4,3,12,11,1,2,0,0,3,0,0,8,3,2,0,0,0,2,4,8,24,0,14,58,6,0,0,3,11,3,0,5,7,1,0,0,0,2,0,1,5,0,0,2,33,0,0,0,2,0,1,2,2,1,0,4,0,2,1,6,7,0,2,1,0,19,0,1,0,0,1,0,2,1,0,1,0,2,2,3,0,3,1,0,1,3,62,20,2,14,6,11,2,5,0,3,40,3,1,2,0,8,4,0,1,5,29,62,1,24,21,0,1,7,3,7,19,1,18,17,9,0,13,9,8,0,0,0,37,0,0,0,2,1,0,1,0,0,1,1,1,6,3,1,0,2,7,6,1,30,1,2,3,7,0,5,6,1,1,1,0,0,1,0,0,2,7,5,0,9,64,0,2,2,2,30,6,3,2,3,2,10,5,2,0,6,0,0,1,0,3,75,7,5,0,6,0,8,0,3,5,11,4,8,4,5,0,0,3,0,3,11,25,6,0,5,0,3,0,7,3,0,0,1,1,2,4,0,2,2,3,7,13,42,0,1,1,1,3,1,0,4,3,0,0,0,0,2,2,0,5,0,0,1,2,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2,14,1,3,2,2,1,4,0,5,0,0,23,7,1,6,7,3,3,4,4,5,41,0
